"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","POP","WOMEN","MLN_PER","A","1996",1825.855,
"IRL","POP","WOMEN","MLN_PER","A","1997",1844.919,
"IRL","POP","WOMEN","MLN_PER","A","1998",1864.223,
"IRL","POP","WOMEN","MLN_PER","A","1999",1883.034,
"IRL","POP","WOMEN","MLN_PER","A","2000",1906.59,
"IRL","POP","WOMEN","MLN_PER","A","2001",1934.07,
"IRL","POP","WOMEN","MLN_PER","A","2002",1971.039,
"IRL","POP","WOMEN","MLN_PER","A","2003",2002.939,
"IRL","POP","WOMEN","MLN_PER","A","2004",2033.274,
"IRL","POP","WOMEN","MLN_PER","A","2005",2072.008,
"IRL","POP","WOMEN","MLN_PER","A","2006",2115.607,
"IRL","POP","WOMEN","MLN_PER","A","2007",2184.567,
"IRL","POP","WOMEN","MLN_PER","A","2008",2246.489,
"IRL","POP","WOMEN","MLN_PER","A","2009",2276.053,
"IRL","POP","WOMEN","MLN_PER","A","2010",2292.582,
"IRL","POP","WOMEN","MLN_PER","A","2011",2304.382,
"IRL","POP","WOMEN","MLN_PER","A","2012",2318.68,
"IRL","POP","WOMEN","MLN_PER","A","2013",2328.538,
"IRL","POP","WOMEN","MLN_PER","A","2014",2346.399,
"IRL","POP","WOMEN","MLN_PER","A","2015",2370.069,
"IRL","POP","WOMEN","MLN_PER","A","2016",2393.051,
"IRL","POP","WOMEN","MLN_PER","A","2017",2420.384,
"IRL","POP","WOMEN","MLN_PER","A","2018",2451.263,
"IRL","POP","WOMEN","MLN_PER","A","2019",2483.49,
"IRL","POP","WOMEN","MLN_PER","A","2020",2511.872,
"IRL","POP","WOMEN","MLN_PER","A","2021",2530.338,
"ITA","POP","TOT","AGRWTH","A","1951",0.643669313780798,
"ITA","POP","TOT","AGRWTH","A","1952",0.544927832157123,
"ITA","POP","TOT","AGRWTH","A","1953",0.612220193502516,
"ITA","POP","TOT","AGRWTH","A","1954",0.71361327152619,
"ITA","POP","TOT","AGRWTH","A","1955",0.689401468476598,
"ITA","POP","TOT","AGRWTH","A","1956",0.59330009304878,
"ITA","POP","TOT","AGRWTH","A","1957",0.535783205007296,
"ITA","POP","TOT","AGRWTH","A","1958",0.596189300721441,
"ITA","POP","TOT","AGRWTH","A","1959",0.72024195602314,
"ITA","POP","TOT","AGRWTH","A","1960",0.736172068589633,
"ITA","POP","TOT","AGRWTH","A","1961",0.670672220438898,
"ITA","POP","TOT","AGRWTH","A","1962",0.678963317245824,
"ITA","POP","TOT","AGRWTH","A","1963",0.732132780098646,
"ITA","POP","TOT","AGRWTH","A","1964",0.82603121907373,
"ITA","POP","TOT","AGRWTH","A","1965",0.845746518636159,
"ITA","POP","TOT","AGRWTH","A","1966",0.78021641555274,
"ITA","POP","TOT","AGRWTH","A","1967",0.726439088385758,
"ITA","POP","TOT","AGRWTH","A","1968",0.633733823363256,
"ITA","POP","TOT","AGRWTH","A","1969",0.56748582450071,
"ITA","POP","TOT","AGRWTH","A","1970",0.530470100039232,
"ITA","POP","TOT","AGRWTH","A","1971",0.46770455345992,
"ITA","POP","TOT","AGRWTH","A","1972",0.569261944731733,
"ITA","POP","TOT","AGRWTH","A","1973",0.680490708716381,
"ITA","POP","TOT","AGRWTH","A","1974",0.656540229424249,
"ITA","POP","TOT","AGRWTH","A","1975",0.599027015904485,
"ITA","POP","TOT","AGRWTH","A","1976",0.5001118396153,
"ITA","POP","TOT","AGRWTH","A","1977",0.425607286486625,
"ITA","POP","TOT","AGRWTH","A","1978",0.356953886511807,
"ITA","POP","TOT","AGRWTH","A","1979",0.289569208105644,
"ITA","POP","TOT","AGRWTH","A","1980",0.206197868345238,
"ITA","POP","TOT","AGRWTH","A","1981",0.120137060938363,
"ITA","POP","TOT","AGRWTH","A","1982",0.074095149818039,
"ITA","POP","TOT","AGRWTH","A","1983",0.036320683783164,
"ITA","POP","TOT","AGRWTH","A","1984",0.0223516424099282,
"ITA","POP","TOT","AGRWTH","A","1985",0.0289005801131734,
"ITA","POP","TOT","AGRWTH","A","1986",0.00545473147153883,
"ITA","POP","TOT","AGRWTH","A","1987",0.0102109406474365,
"ITA","POP","TOT","AGRWTH","A","1988",0.0483269688867179,
"ITA","POP","TOT","AGRWTH","A","1989",0.075028311320873,
"ITA","POP","TOT","AGRWTH","A","1990",0.0837471518892525,
"ITA","POP","TOT","AGRWTH","A","1991",0.0692586866336482,
"ITA","POP","TOT","AGRWTH","A","1992",0.0679298872511162,
"ITA","POP","TOT","AGRWTH","A","1993",0.0611739216584346,
"ITA","POP","TOT","AGRWTH","A","1994",0.0203706293215335,
"ITA","POP","TOT","AGRWTH","A","1995",0.00158505648852813,
"ITA","POP","TOT","AGRWTH","A","1996",0.0281083586549864,
"ITA","POP","TOT","AGRWTH","A","1997",0.052922709014495,
"ITA","POP","TOT","AGRWTH","A","1998",0.0287799142670383,
"ITA","POP","TOT","AGRWTH","A","1999",0.0168205019777621,
"ITA","POP","TOT","AGRWTH","A","2000",0.0453156525450453,
"ITA","POP","TOT","AGRWTH","A","2001",0.0612341222070669,
"ITA","POP","TOT","AGRWTH","A","2002",0.198057194190158,
"ITA","POP","TOT","AGRWTH","A","2003",0.541889926686233,
"ITA","POP","TOT","AGRWTH","A","2004",0.747381665876208,
"ITA","POP","TOT","AGRWTH","A","2005",0.585365148457556,
"ITA","POP","TOT","AGRWTH","A","2006",0.400880682832117,
"ITA","POP","TOT","AGRWTH","A","2007",0.610248006917413,
"ITA","POP","TOT","AGRWTH","A","2008",0.774276818599391,
"ITA","POP","TOT","AGRWTH","A","2009",0.581432395971551,
"ITA","POP","TOT","AGRWTH","A","2010",0.44319365130879,
"ITA","POP","TOT","AGRWTH","A","2011",0.346780464304876,
"ITA","POP","TOT","AGRWTH","A","2012",0.273875801299832,
"ITA","POP","TOT","AGRWTH","A","2013",0.199984240232421,
"ITA","POP","TOT","AGRWTH","A","2014",0.0150750396076272,
"ITA","POP","TOT","AGRWTH","A","2015",-0.151040999054587,
"ITA","POP","TOT","AGRWTH","A","2016",-0.189904966825364,
"ITA","POP","TOT","AGRWTH","A","2017",-0.187915805681157,
"ITA","POP","TOT","AGRWTH","A","2018",-0.208388838192645,
"ITA","POP","TOT","AGRWTH","A","2019",-0.247404622152105,
"ITA","POP","TOT","AGRWTH","A","2020",-0.485914088376085,
"ITA","POP","TOT","AGRWTH","A","2021",-0.553811232368328,
"ITA","POP","MEN","MLN_PER","A","1950",22.933999,
"ITA","POP","MEN","MLN_PER","A","1951",23.126399,
"ITA","POP","MEN","MLN_PER","A","1952",23.332673,
"ITA","POP","MEN","MLN_PER","A","1953",23.479853,
"ITA","POP","MEN","MLN_PER","A","1954",23.650719,
"ITA","POP","MEN","MLN_PER","A","1955",23.815003,
"ITA","POP","MEN","MLN_PER","A","1956",23.956739,
"ITA","POP","MEN","MLN_PER","A","1957",24.084539,
"ITA","POP","MEN","MLN_PER","A","1958",24.228368,
"ITA","POP","MEN","MLN_PER","A","1959",24.404156,
"ITA","POP","MEN","MLN_PER","A","1960",24.583766,
"ITA","POP","MEN","MLN_PER","A","1961",24.748857,
"ITA","POP","MEN","MLN_PER","A","1962",24.914851,
"ITA","POP","MEN","MLN_PER","A","1963",25.09361,
"ITA","POP","MEN","MLN_PER","A","1964",25.297287,
"ITA","POP","MEN","MLN_PER","A","1965",25.50787,
"ITA","POP","MEN","MLN_PER","A","1966",25.705469,
"ITA","POP","MEN","MLN_PER","A","1967",25.88884,
"ITA","POP","MEN","MLN_PER","A","1968",26.048371,
"ITA","POP","MEN","MLN_PER","A","1969",26.191077,
"ITA","POP","MEN","MLN_PER","A","1970",26.325306,
"ITA","POP","MEN","MLN_PER","A","1971",26.44487,
"ITA","POP","MEN","MLN_PER","A","1972",26.588093,
"ITA","POP","MEN","MLN_PER","A","1973",26.758622,
"ITA","POP","MEN","MLN_PER","A","1974",26.923355,
"ITA","POP","MEN","MLN_PER","A","1975",27.072032,
"ITA","POP","MEN","MLN_PER","A","1976",27.193392,
"ITA","POP","MEN","MLN_PER","A","1977",27.29358,
"ITA","POP","MEN","MLN_PER","A","1978",27.373595,
"ITA","POP","MEN","MLN_PER","A","1979",27.434264,
"ITA","POP","MEN","MLN_PER","A","1980",27.472196,
"ITA","POP","MEN","MLN_PER","A","1981",27.486322,
"ITA","POP","MEN","MLN_PER","A","1982",27.493804,
"ITA","POP","MEN","MLN_PER","A","1983",27.498137,
"ITA","POP","MEN","MLN_PER","A","1984",27.498581,
"ITA","POP","MEN","MLN_PER","A","1985",27.50062,
"ITA","POP","MEN","MLN_PER","A","1986",27.496804,
"ITA","POP","MEN","MLN_PER","A","1987",27.494504,
"ITA","POP","MEN","MLN_PER","A","1988",27.50335,
"ITA","POP","MEN","MLN_PER","A","1989",27.519483,
"ITA","POP","MEN","MLN_PER","A","1990",27.537602,
"ITA","POP","MEN","MLN_PER","A","1991",27.55067,
"ITA","POP","MEN","MLN_PER","A","1992",27.563003,
"ITA","POP","MEN","MLN_PER","A","1993",27.574224,
"ITA","POP","MEN","MLN_PER","A","1994",27.572677,
"ITA","POP","MEN","MLN_PER","A","1995",27.564629,
"ITA","POP","MEN","MLN_PER","A","1996",27.563537,
"ITA","POP","MEN","MLN_PER","A","1997",27.569174,
"ITA","POP","MEN","MLN_PER","A","1998",27.567664,
"ITA","POP","MEN","MLN_PER","A","1999",27.563371,
"ITA","POP","MEN","MLN_PER","A","2000",27.569659,
"ITA","POP","MEN","MLN_PER","A","2001",27.582304,
"ITA","POP","MEN","MLN_PER","A","2002",27.637667,
"ITA","POP","MEN","MLN_PER","A","2003",27.795386,
"ITA","POP","MEN","MLN_PER","A","2004",28.016014,
"ITA","POP","MEN","MLN_PER","A","2005",28.189301,
"ITA","POP","MEN","MLN_PER","A","2006",28.302528,
"ITA","POP","MEN","MLN_PER","A","2007",28.4696,
"ITA","POP","MEN","MLN_PER","A","2008",28.682847,
"ITA","POP","MEN","MLN_PER","A","2009",28.842143,
"ITA","POP","MEN","MLN_PER","A","2010",28.958926,
"ITA","POP","MEN","MLN_PER","A","2011",29.052587,
"ITA","POP","MEN","MLN_PER","A","2012",29.142124,
"ITA","POP","MEN","MLN_PER","A","2013",29.217711,
"ITA","POP","MEN","MLN_PER","A","2014",29.234921,
"ITA","POP","MEN","MLN_PER","A","2015",29.210678,
"ITA","POP","MEN","MLN_PER","A","2016",29.185846,
"ITA","POP","MEN","MLN_PER","A","2017",29.167562,
"ITA","POP","MEN","MLN_PER","A","2018",29.143827,
"ITA","POP","MEN","MLN_PER","A","2019",29.090644,
"ITA","POP","MEN","MLN_PER","A","2020",28.958158,
"ITA","POP","MEN","MLN_PER","A","2021",28.806819,
"ITA","POP","TOT","MLN_PER","A","1950",47.104001,
"ITA","POP","TOT","MLN_PER","A","1951",47.407195,
"ITA","POP","TOT","MLN_PER","A","1952",47.66553,
"ITA","POP","TOT","MLN_PER","A","1953",47.957348,
"ITA","POP","TOT","MLN_PER","A","1954",48.299578,
"ITA","POP","TOT","MLN_PER","A","1955",48.632556,
"ITA","POP","TOT","MLN_PER","A","1956",48.921093,
"ITA","POP","TOT","MLN_PER","A","1957",49.183204,
"ITA","POP","TOT","MLN_PER","A","1958",49.476429,
"ITA","POP","TOT","MLN_PER","A","1959",49.832779,
"ITA","POP","TOT","MLN_PER","A","1960",50.199634,
"ITA","POP","TOT","MLN_PER","A","1961",50.536309,
"ITA","POP","TOT","MLN_PER","A","1962",50.879432,
"ITA","POP","TOT","MLN_PER","A","1963",51.251937,
"ITA","POP","TOT","MLN_PER","A","1964",51.675294,
"ITA","POP","TOT","MLN_PER","A","1965",52.112336,
"ITA","POP","TOT","MLN_PER","A","1966",52.518925,
"ITA","POP","TOT","MLN_PER","A","1967",52.900443,
"ITA","POP","TOT","MLN_PER","A","1968",53.235691,
"ITA","POP","TOT","MLN_PER","A","1969",53.537796,
"ITA","POP","TOT","MLN_PER","A","1970",53.821798,
"ITA","POP","TOT","MLN_PER","A","1971",54.073525,
"ITA","POP","TOT","MLN_PER","A","1972",54.381345,
"ITA","POP","TOT","MLN_PER","A","1973",54.751405,
"ITA","POP","TOT","MLN_PER","A","1974",55.11087,
"ITA","POP","TOT","MLN_PER","A","1975",55.440999,
"ITA","POP","TOT","MLN_PER","A","1976",55.718266,
"ITA","POP","TOT","MLN_PER","A","1977",55.955407,
"ITA","POP","TOT","MLN_PER","A","1978",56.155142,
"ITA","POP","TOT","MLN_PER","A","1979",56.31775,
"ITA","POP","TOT","MLN_PER","A","1980",56.433876,
"ITA","POP","TOT","MLN_PER","A","1981",56.501674,
"ITA","POP","TOT","MLN_PER","A","1982",56.543539,
"ITA","POP","TOT","MLN_PER","A","1983",56.564076,
"ITA","POP","TOT","MLN_PER","A","1984",56.576719,
"ITA","POP","TOT","MLN_PER","A","1985",56.59307,
"ITA","POP","TOT","MLN_PER","A","1986",56.596157,
"ITA","POP","TOT","MLN_PER","A","1987",56.601936,
"ITA","POP","TOT","MLN_PER","A","1988",56.62929,
"ITA","POP","TOT","MLN_PER","A","1989",56.671778,
"ITA","POP","TOT","MLN_PER","A","1990",56.719239,
"ITA","POP","TOT","MLN_PER","A","1991",56.758522,
"ITA","POP","TOT","MLN_PER","A","1992",56.797078,
"ITA","POP","TOT","MLN_PER","A","1993",56.831823,
"ITA","POP","TOT","MLN_PER","A","1994",56.8434,
"ITA","POP","TOT","MLN_PER","A","1995",56.844301,
"ITA","POP","TOT","MLN_PER","A","1996",56.860279,
"ITA","POP","TOT","MLN_PER","A","1997",56.890371,
"ITA","POP","TOT","MLN_PER","A","1998",56.906744,
"ITA","POP","TOT","MLN_PER","A","1999",56.916316,
"ITA","POP","TOT","MLN_PER","A","2000",56.942108,
"ITA","POP","TOT","MLN_PER","A","2001",56.976976,
"ITA","POP","TOT","MLN_PER","A","2002",57.089823,
"ITA","POP","TOT","MLN_PER","A","2003",57.399187,
"ITA","POP","TOT","MLN_PER","A","2004",57.828178,
"ITA","POP","TOT","MLN_PER","A","2005",58.166684,
"ITA","POP","TOT","MLN_PER","A","2006",58.399863,
"ITA","POP","TOT","MLN_PER","A","2007",58.756247,
"ITA","POP","TOT","MLN_PER","A","2008",59.211183,
"ITA","POP","TOT","MLN_PER","A","2009",59.555456,
"ITA","POP","TOT","MLN_PER","A","2010",59.819402,
"ITA","POP","TOT","MLN_PER","A","2011",60.026844,
"ITA","POP","TOT","MLN_PER","A","2012",60.191243,
"ITA","POP","TOT","MLN_PER","A","2013",60.311616,
"ITA","POP","TOT","MLN_PER","A","2014",60.320708,
"ITA","POP","TOT","MLN_PER","A","2015",60.229599,
"ITA","POP","TOT","MLN_PER","A","2016",60.11522,
"ITA","POP","TOT","MLN_PER","A","2017",60.002254,
"ITA","POP","TOT","MLN_PER","A","2018",59.877216,
"ITA","POP","TOT","MLN_PER","A","2019",59.729077,
"ITA","POP","TOT","MLN_PER","A","2020",59.438845,
"ITA","POP","TOT","MLN_PER","A","2021",59.109666,
"ITA","POP","WOMEN","MLN_PER","A","1950",24170.002,
"ITA","POP","WOMEN","MLN_PER","A","1951",24280.796,
"ITA","POP","WOMEN","MLN_PER","A","1952",24332.857,
"ITA","POP","WOMEN","MLN_PER","A","1953",24477.495,
"ITA","POP","WOMEN","MLN_PER","A","1954",24648.859,
"ITA","POP","WOMEN","MLN_PER","A","1955",24817.553,
"ITA","POP","WOMEN","MLN_PER","A","1956",24964.354,
"ITA","POP","WOMEN","MLN_PER","A","1957",25098.665,
"ITA","POP","WOMEN","MLN_PER","A","1958",25248.061,
"ITA","POP","WOMEN","MLN_PER","A","1959",25428.623,
"ITA","POP","WOMEN","MLN_PER","A","1960",25615.868,
"ITA","POP","WOMEN","MLN_PER","A","1961",25787.452,
"ITA","POP","WOMEN","MLN_PER","A","1962",25964.581,
"ITA","POP","WOMEN","MLN_PER","A","1963",26158.327,
"ITA","POP","WOMEN","MLN_PER","A","1964",26378.007,
"ITA","POP","WOMEN","MLN_PER","A","1965",26604.466,
"ITA","POP","WOMEN","MLN_PER","A","1966",26813.456,
"ITA","POP","WOMEN","MLN_PER","A","1967",27011.603,
"ITA","POP","WOMEN","MLN_PER","A","1968",27187.32,
"ITA","POP","WOMEN","MLN_PER","A","1969",27346.719,
"ITA","POP","WOMEN","MLN_PER","A","1970",27496.492,
"ITA","POP","WOMEN","MLN_PER","A","1971",27628.655,
"ITA","POP","WOMEN","MLN_PER","A","1972",27793.252,
"ITA","POP","WOMEN","MLN_PER","A","1973",27992.783,
"ITA","POP","WOMEN","MLN_PER","A","1974",28187.515,
"ITA","POP","WOMEN","MLN_PER","A","1975",28368.967,
"ITA","POP","WOMEN","MLN_PER","A","1976",28524.874,
"ITA","POP","WOMEN","MLN_PER","A","1977",28661.827,
"ITA","POP","WOMEN","MLN_PER","A","1978",28781.547,
"ITA","POP","WOMEN","MLN_PER","A","1979",28883.486,
"ITA","POP","WOMEN","MLN_PER","A","1980",28961.68,
"ITA","POP","WOMEN","MLN_PER","A","1981",29015.352,
"ITA","POP","WOMEN","MLN_PER","A","1982",29049.735,
"ITA","POP","WOMEN","MLN_PER","A","1983",29065.939,
"ITA","POP","WOMEN","MLN_PER","A","1984",29078.138,
"ITA","POP","WOMEN","MLN_PER","A","1985",29092.45,
"ITA","POP","WOMEN","MLN_PER","A","1986",29099.353,
"ITA","POP","WOMEN","MLN_PER","A","1987",29107.432,
"ITA","POP","WOMEN","MLN_PER","A","1988",29125.94,
"ITA","POP","WOMEN","MLN_PER","A","1989",29152.295,
"ITA","POP","WOMEN","MLN_PER","A","1990",29181.637,
"ITA","POP","WOMEN","MLN_PER","A","1991",29207.852,
"ITA","POP","WOMEN","MLN_PER","A","1992",29234.075,
"ITA","POP","WOMEN","MLN_PER","A","1993",29257.599,
"ITA","POP","WOMEN","MLN_PER","A","1994",29270.723,
"ITA","POP","WOMEN","MLN_PER","A","1995",29279.672,
"ITA","POP","WOMEN","MLN_PER","A","1996",29296.742,
"ITA","POP","WOMEN","MLN_PER","A","1997",29321.197,
"ITA","POP","WOMEN","MLN_PER","A","1998",29339.08,
"ITA","POP","WOMEN","MLN_PER","A","1999",29352.945,
"ITA","POP","WOMEN","MLN_PER","A","2000",29372.449,
"ITA","POP","WOMEN","MLN_PER","A","2001",29394.672,
"ITA","POP","WOMEN","MLN_PER","A","2002",29452.156,
"ITA","POP","WOMEN","MLN_PER","A","2003",29603.801,
"ITA","POP","WOMEN","MLN_PER","A","2004",29812.164,
"ITA","POP","WOMEN","MLN_PER","A","2005",29977.383,
"ITA","POP","WOMEN","MLN_PER","A","2006",30097.335,
"ITA","POP","WOMEN","MLN_PER","A","2007",30286.647,
"ITA","POP","WOMEN","MLN_PER","A","2008",30528.336,
"ITA","POP","WOMEN","MLN_PER","A","2009",30713.313,
"ITA","POP","WOMEN","MLN_PER","A","2010",30860.476,
"ITA","POP","WOMEN","MLN_PER","A","2011",30974.257,
"ITA","POP","WOMEN","MLN_PER","A","2012",31049.119,
"ITA","POP","WOMEN","MLN_PER","A","2013",31093.905,
"ITA","POP","WOMEN","MLN_PER","A","2014",31085.787,
"ITA","POP","WOMEN","MLN_PER","A","2015",31018.921,
"ITA","POP","WOMEN","MLN_PER","A","2016",30929.374,
"ITA","POP","WOMEN","MLN_PER","A","2017",30834.692,
"ITA","POP","WOMEN","MLN_PER","A","2018",30733.389,
"ITA","POP","WOMEN","MLN_PER","A","2019",30638.433,
"ITA","POP","WOMEN","MLN_PER","A","2020",30480.687,
"ITA","POP","WOMEN","MLN_PER","A","2021",30302.847,
"JPN","POP","TOT","AGRWTH","A","1951",1.62391508965512,
"JPN","POP","TOT","AGRWTH","A","1952",1.51026615969582,
"JPN","POP","TOT","AGRWTH","A","1953",1.37081503217278,
"JPN","POP","TOT","AGRWTH","A","1954",1.21811874895544,
"JPN","POP","TOT","AGRWTH","A","1955",1.17930238905856,
"JPN","POP","TOT","AGRWTH","A","1956",1.0162529013919,
"JPN","POP","TOT","AGRWTH","A","1957",0.847327237559346,
"JPN","POP","TOT","AGRWTH","A","1958",0.935017381733378,
"JPN","POP","TOT","AGRWTH","A","1959",0.964144200559268,
"JPN","POP","TOT","AGRWTH","A","1960",0.842251427593729,
"JPN","POP","TOT","AGRWTH","A","1961",0.932515233592533,
"JPN","POP","TOT","AGRWTH","A","1962",0.951870646452548,
"JPN","POP","TOT","AGRWTH","A","1963",1.02823482885302,
"JPN","POP","TOT","AGRWTH","A","1964",1.06618593870719,
"JPN","POP","TOT","AGRWTH","A","1965",1.12031087554785,
"JPN","POP","TOT","AGRWTH","A","1966",0.774992125977268,
"JPN","POP","TOT","AGRWTH","A","1967",1.16725679649523,
"JPN","POP","TOT","AGRWTH","A","1968",1.12907212417816,
"JPN","POP","TOT","AGRWTH","A","1969",1.1770801763665,
"JPN","POP","TOT","AGRWTH","A","1970",1.13456339198578,
"JPN","POP","TOT","AGRWTH","A","1971",1.37087532203048,
"JPN","POP","TOT","AGRWTH","A","1972",1.40904806786051,
"JPN","POP","TOT","AGRWTH","A","1973",1.40248152795204,
"JPN","POP","TOT","AGRWTH","A","1974",1.34642176272181,
"JPN","POP","TOT","AGRWTH","A","1975",1.23596447595706,
"JPN","POP","TOT","AGRWTH","A","1976",1.03123162542157,
"JPN","POP","TOT","AGRWTH","A","1977",0.946999840840363,
"JPN","POP","TOT","AGRWTH","A","1978",0.897823325887969,
"JPN","POP","TOT","AGRWTH","A","1979",0.837746332146888,
"JPN","POP","TOT","AGRWTH","A","1980",0.77947225689811,
"JPN","POP","TOT","AGRWTH","A","1981",0.718948533199905,
"JPN","POP","TOT","AGRWTH","A","1982",0.700581839154552,
"JPN","POP","TOT","AGRWTH","A","1983",0.680547132942524,
"JPN","POP","TOT","AGRWTH","A","1984",0.64332084058359,
"JPN","POP","TOT","AGRWTH","A","1985",0.618364157765679,
"JPN","POP","TOT","AGRWTH","A","1986",0.504818204784854,
"JPN","POP","TOT","AGRWTH","A","1987",0.475916488574716,
"JPN","POP","TOT","AGRWTH","A","1988",0.413943176891172,
"JPN","POP","TOT","AGRWTH","A","1989",0.3747606827162,
"JPN","POP","TOT","AGRWTH","A","1990",0.329667627125522,
"JPN","POP","TOT","AGRWTH","A","1991",0.396269214091313,
"JPN","POP","TOT","AGRWTH","A","1992",0.375500600317483,
"JPN","POP","TOT","AGRWTH","A","1993",0.297831688970594,
"JPN","POP","TOT","AGRWTH","A","1994",0.261729817989723,
"JPN","POP","TOT","AGRWTH","A","1995",0.243680197980282,
"JPN","POP","TOT","AGRWTH","A","1996",0.233935991492762,
"JPN","POP","TOT","AGRWTH","A","1997",0.239941524184834,
"JPN","POP","TOT","AGRWTH","A","1998",0.253634101104894,
"JPN","POP","TOT","AGRWTH","A","1999",0.158120266274528,
"JPN","POP","TOT","AGRWTH","A","2000",0.189320840503292,
"JPN","POP","TOT","AGRWTH","A","2001",0.287693184751982,
"JPN","POP","TOT","AGRWTH","A","2002",0.113126615393076,
"JPN","POP","TOT","AGRWTH","A","2003",0.144387334719661,
"JPN","POP","TOT","AGRWTH","A","2004",0.0532836019714933,
"JPN","POP","TOT","AGRWTH","A","2005",0.0634316727623016,
"JPN","POP","TOT","AGRWTH","A","2006",0.10372002866383,
"JPN","POP","TOT","AGRWTH","A","2007",0.103383477384747,
"JPN","POP","TOT","AGRWTH","A","2008",0.040003048282735,
"JPN","POP","TOT","AGRWTH","A","2009",-0.0409465791032695,
"JPN","POP","TOT","AGRWTH","A","2010",0.0201809688823956,
"JPN","POP","TOT","AGRWTH","A","2011",-0.174233651184666,
"JPN","POP","TOT","AGRWTH","A","2012",-0.188975984234207,
"JPN","POP","TOT","AGRWTH","A","2013",-0.140109160043591,
"JPN","POP","TOT","AGRWTH","A","2014",-0.138711723481823,
"JPN","POP","TOT","AGRWTH","A","2015",-0.111920928753906,
"JPN","POP","TOT","AGRWTH","A","2016",-0.127442719996016,
"JPN","POP","TOT","AGRWTH","A","2017",-0.178489759917951,
"JPN","POP","TOT","AGRWTH","A","2018",-0.207590456695059,
"JPN","POP","TOT","AGRWTH","A","2019",-0.218463344563147,
"JPN","POP","TOT","AGRWTH","A","2020",-0.016524930126708,
"JPN","POP","TOT","AGRWTH","A","2021",-0.510367744308922,
"JPN","POP","MEN","MLN_PER","A","1950",41.238249,
"JPN","POP","MEN","MLN_PER","A","1951",41.9285,
"JPN","POP","MEN","MLN_PER","A","1952",42.5806,
"JPN","POP","MEN","MLN_PER","A","1953",43.183,
"JPN","POP","MEN","MLN_PER","A","1954",43.7203,
"JPN","POP","MEN","MLN_PER","A","1955",44.242657,
"JPN","POP","MEN","MLN_PER","A","1956",44.6925,
"JPN","POP","MEN","MLN_PER","A","1957",45.0695,
"JPN","POP","MEN","MLN_PER","A","1958",45.487,
"JPN","POP","MEN","MLN_PER","A","1959",45.922,
"JPN","POP","MEN","MLN_PER","A","1960",46.300445,
"JPN","POP","MEN","MLN_PER","A","1961",46.728,
"JPN","POP","MEN","MLN_PER","A","1962",47.1675,
"JPN","POP","MEN","MLN_PER","A","1963",47.649,
"JPN","POP","MEN","MLN_PER","A","1964",48.155,
"JPN","POP","MEN","MLN_PER","A","1965",48.692138,
"JPN","POP","MEN","MLN_PER","A","1966",49.065,
"JPN","POP","MEN","MLN_PER","A","1967",49.638,
"JPN","POP","MEN","MLN_PER","A","1968",50.201,
"JPN","POP","MEN","MLN_PER","A","1969",50.794,
"JPN","POP","MEN","MLN_PER","A","1970",51.369177,
"JPN","POP","MEN","MLN_PER","A","1971",52.076,
"JPN","POP","MEN","MLN_PER","A","1972",52.822,
"JPN","POP","MEN","MLN_PER","A","1973",53.606,
"JPN","POP","MEN","MLN_PER","A","1974",54.376,
"JPN","POP","MEN","MLN_PER","A","1975",55.090673,
"JPN","POP","MEN","MLN_PER","A","1976",55.658,
"JPN","POP","MEN","MLN_PER","A","1977",56.184,
"JPN","POP","MEN","MLN_PER","A","1978",56.682,
"JPN","POP","MEN","MLN_PER","A","1979",57.151,
"JPN","POP","MEN","MLN_PER","A","1980",57.593769,
"JPN","POP","MEN","MLN_PER","A","1981",58.001,
"JPN","POP","MEN","MLN_PER","A","1982",58.3995,
"JPN","POP","MEN","MLN_PER","A","1983",58.786,
"JPN","POP","MEN","MLN_PER","A","1984",59.15,
"JPN","POP","MEN","MLN_PER","A","1985",59.497316,
"JPN","POP","MEN","MLN_PER","A","1986",59.7885,
"JPN","POP","MEN","MLN_PER","A","1987",60.058,
"JPN","POP","MEN","MLN_PER","A","1988",60.302,
"JPN","POP","MEN","MLN_PER","A","1989",60.515,
"JPN","POP","MEN","MLN_PER","A","1990",60.696724,
"JPN","POP","MEN","MLN_PER","A","1991",60.934,
"JPN","POP","MEN","MLN_PER","A","1992",61.1545,
"JPN","POP","MEN","MLN_PER","A","1993",61.317,
"JPN","POP","MEN","MLN_PER","A","1994",61.446,
"JPN","POP","MEN","MLN_PER","A","1995",61.574398,
"JPN","POP","MEN","MLN_PER","A","1996",61.687,
"JPN","POP","MEN","MLN_PER","A","1997",61.805,
"JPN","POP","MEN","MLN_PER","A","1998",61.9185,
"JPN","POP","MEN","MLN_PER","A","1999",61.972,
"JPN","POP","MEN","MLN_PER","A","2000",62.110764,
"JPN","POP","MEN","MLN_PER","A","2001",62.244,
"JPN","POP","MEN","MLN_PER","A","2002",62.252,
"JPN","POP","MEN","MLN_PER","A","2003",62.304,
"JPN","POP","MEN","MLN_PER","A","2004",62.295,
"JPN","POP","MEN","MLN_PER","A","2005",62.348977,
"JPN","POP","MEN","MLN_PER","A","2006",62.386887,
"JPN","POP","MEN","MLN_PER","A","2007",62.424374,
"JPN","POP","MEN","MLN_PER","A","2008",62.422307,
"JPN","POP","MEN","MLN_PER","A","2009",62.35787,
